"Nb","Individual","Code","Nicknames","Sex","EarMark","DOB","DOB Accuracy","FirstRecorded","DateAdult","PresentGp","BirthGp","Mother","Father","DepartureNatalGp","ImmigrationGp1","DateImmigration1","LastSeen1","ImmigrationGp2","DateImmigration2","LastSeen2","ImmigrationGp3","DateImmigration3","LastSeen3","ImmigrationGp4","DateImmigration4","LastSeen4","Reliable data","Comments"
"175","Styx","Sty","Little Evil","M",,"01/01/2009","year","14/04/2012",,,"KB",,,"12/05/2014","NH","24/05/2014","29/03/2016","Iceland",,"12/07/2016",,,,,,,,"Probably born 2009; left NH with split to form Iceland"
"382","Sumbawa","Sumb",,"F",,"01/01/2011","year","19/01/2015",,,"CR",,,,,,"24/02/2015",,,,,,,,,,,
"102","Suzy","Suzy",,"F",,,,"01/06/2011",,,"LT",,,"10/03/2015","FirstLTsplinter",,"01/09/2015",,,,,,,,,,,"Seen in splinter group in september 2015"
"661","Sylinder","Syl",,"M",,"24/11/2020","day","24/11/2020",,"BD","BD","Siele",,"Still present",,,"Still present",,,,,,,,,,"Yes",
"377","Symetric","Sym","Simetric","M",,"01/01/2014","year","09/01/2015",,,"CR",,,"21/03/2018",,,"21/03/2018",,,,,,,,,,,"Born 2014"
"146","Talinn","Tal",,"M","20","04/12/2011","day","04/12/2011",,,"NH","Troia","Milano","21/04/2016","Iceland",,"21/04/2016",,,,,,,,,,,"Split group"
"626","Tambacounda","Tam",,"M",,,,"15/05/2020",,,,,,,"NH","15/05/2020","03/03/2023",,,,,,,,,,"No","Nickname was EarNotchGuy before he was named but the data should not be used because he was confused with Utrecht for some time. Like Utrecht he was only seen very rarely before August 2020 and was not very consistent after that until January 2021."
"173","Tanganika","Tang",,"F","20",,,"13/03/2012",,,"KB",,,,,,"22/10/2015",,,,,,,,,,,"Body not found, presumed dead"
"42","Tannie","Tann",,"F",,,,"26/11/2010",,,"BD",,,,,,"24/12/2010",,,,,,,,,,,"Fate unknown - split gp?"
"719","Tasmania","Tasmania","Tas","M",,"01/01/2014","year",,,,"CR","Tonga",,,,,,,,,,,,,,,"No","Born 2014. Appears in data as Tas but conflict with Tasty Flavours from LT. Changed code now in the life history for the sake of data analysis"
"625","Tasty flavours","Tas",,"M","1;10",,,"04/12/2019",,,,,,,"LT","04/12/2019","23/11/2021",,,,,,,,,,,"Suffered a severe injury where he completely lost his penis. Was observed struggling to urinate for some weeks, disappeared soon after."
"925","Taurus","Taurus",,"M",,"01/01/2021","Year","28/06/2022",,"IF","IF",,,"Still present",,,"Still present",,,,,,,,,,"Yes",
"678","Tchakalaka","Tch",,"M",,,,"11/05/2021",,,,,,,"AK","11/05/2021","17/03/2022","NH","02/06/2022","11/05/2023","IF","03/05/2023","26/09/2024",,,,"No","probably born in Iceland. "
"336","Teddibeer","Ted","Christmas;Blinky","M",,"12/11/2014","day","12/11/2014",,,"CR","Chiloe",,"20/07/2018","BD","25/05/2019","19/05/2022","LT","11/06/2022","09/01/2024",,,,,,,"Yes","seen on last day CR followed 2018/07/20. Think Christmas is Teddibeer in BD, tbc with DNA."
"280","Tere","Tere","F10","F",,"01/01/2009","year","30/05/2014",,,"LT",,,,,,"10/03/2015",,,,,,,,,,,"Fate unknown"
"685","Tevere","Tev",,"M",,,,"31/05/2021",,"KB",,,,,"KB","31/05/2021","Still present",,,,,,,,,,"Yes",
"340","Thames","Tha",,"M",,,,"19/11/2014",,,,,,,"KB","19/11/2014","26/08/2015",,,,,,,,,,,
"368","The Mask",,,"F",,"01/01/2012","year","31/12/2014",,,"CR",,,,"SplitCR","12/02/2017","10/04/2017",,,,,,,,,,,"Name conflicts with Theodore from LT, born 2012"
"111","Theodore","The",,"M","21",,,"09/08/2011",,,,,,,"LT","09/08/2011","09/02/2012","AK","17/04/2012","18/01/2013",,,,,,,,"Seen 3 times in LT in June 2012, noted first time in LT logbook on 2011/08/09, seen once in AK in March 2012"
"865","Thor","Tho","Half Tailed Guy; Short tail guy; Shorttailedguy","M",,,,"24/04/2023",,,,,,,"IF","14/04/2023","04/08/2023",,,,,,,,,,"Yes",
"760","Tiki","Tik",,"M",,"01/01/2021","year","30/11/2021",,,"CR","Timber",,,,,"26/07/2022",,,,,,,,,,"No",
"506","Timber","Timb",,"F",,"16/10/2017","day","16/10/2017",,,"CR","Tortuga",,,,,"24/04/2024",,,,,,,,,,"No","found dead with a walking collar on the 11/10/24"
"98","Tipies","Tipi",,"F","20","01/01/2007","year","26/04/2011",,,"BD",,,"13/11/2012","InBetweeners",,"31/01/2013",,,,,,,,,,,"Born 2007. Formed new group Inbetweeners"
"211","Tirroan","Tir",,"M",,"11/10/2012","day","11/10/2012",,,"NH","Troia","Auckland","30/12/2017",,,"30/12/2017",,,,,,,,,,,"seen again in NH 04/01/2018 being chased by NH mon"
"374","Tonga","Tong",,"F",,,,"06/01/2015",,,"CR",,,,,,"14/02/2017",,,,,,,,,,,"Dead"
"156","Toronto","Tor",,"M","1","01/01/2009","year","16/12/2011",,,"NH","Troia",,"11/06/2014","BD","16/06/2014","13/02/2016",,,,,,,,,,,
"392","Tortuga","Tort","broken finger","F",,"01/01/2012","year","22/07/2015",,,"CR",,,,,,"18/07/2020",,,,,,,,,,,"born 2012, previously called broken finger when juv, collar found on the ground with a lot of fur. Presumed dead."
"866","Totsiens","Tot","White dot","M",,,,"14/04/2023",,"PR",,,,,"BD","14/04/2023","23/01/2024","PR","31/01/2024","31/01/2024",,,,,,,"Yes",
"319","Toulouse","Tou",,"M","1","30/10/2014","day","30/10/2014",,,"NH","Troia","Ertjies","14/04/2016",,,"25/06/2016",,,,,,,,,,,"Split group, recorded in logbook month after in NH but likely a mistake"
"914","Towenaar","Tow","Toothy male; toothy","M",,,,"27/02/2024",,"BD",,,,,"BD","27/02/2024","Still present",,,,,,,,,,"Yes",
"15","Troia","Troi",,"F",,,,"08/11/2010",,,"NH",,,"13/04/2016","Iceland",,"12/07/2016",,,,,,,,,,,"UNK birth date + Split group"
"189","Tugela","Tug",,"M",,"01/12/2011","month","03/07/2012",,,"KB","Tanganika","Danube","23/07/2015",,,"23/07/2015",,,,,,,,,,,"Born Dec 2011; likely migrated to unk group"
"106","Tunis","Tun",,"M",,"01/01/2010","year","25/06/2011",,,"NH","Troia",,"26/11/2011",,,"26/11/2011",,,,,,,,,,,"Presumed dead"
"177","Tweed","Twe","Fluffy","M","3","01/12/2010","month","20/04/2012",,,"KB",,,"10/05/2014","NH","24/05/2014","06/09/2019","AK","02/04/2020","01/10/2020",,,,,,,,"Probably born Dec 2010."
"480","Tyler","Tyl","Garry","M",,,,"22/05/2017",,,,,,,"LT","22/05/2017","07/02/2018",,,,,,,,,,,"first named garry then changed for tyler 12/08/17 - was the data changed or still as Gar in some forms?"
"140","Ububhibhi","Ubu",,"M",,"21/11/2011","day","21/11/2011",,,"AK","Ulaka",,"24/05/2016","BD","28/05/2016","06/06/2020","CR","16/06/2020",,,,,,,,,"He was recorded in Cr on the 16/06/2020 (not sure about the exact immigration date into cr because cr was not followed regularly"
"837","Udine","Udi","Upland","M",,"30/11/2022","day","30/11/2022",,"NH","NH","Uppsala",,"Still present",,,"Still present",,,,,,,,,,"Yes",
"675","Udupi","Udup",,"F",,"19/01/2021","day","19/01/2021","28/10/2024","NH","NH","Uppsala",,"Still present",,,,,,,,,,,,,,"born between 19:10 on the 18th and 05:00 on the 19th"
"256","Uji","Uji",,"M",,"31/10/2013","day","31/10/2013",,,"NH","Uppsala","Milano","18/05/2018","Jacaranda","26/05/2018","26/05/2018",,,,,,,,,,,"Seen 26th of May 2018 unhabituated gr Jakaranda"
"425","Ulaanbaatar","Ula",,"M",,"16/11/2015","day","16/11/2015",,,"NH","Uppsala",,"30/11/2020","IF","09/12/2020","15/01/2021",,,,,,,,,,,
"64","Ulaka","Ulak",,"F","2",,,"18/12/2010",,,"AK",,,,,,"14/09/2013",,,,,,,,,,,"Probably born between 2006-2007, Presumed dead, no body found"
"559","Ulsan","Uls",,"M",,"01/10/2018","month","01/11/2018",,,"NH","Uppsala",,"06/05/2023",,,"06/05/2023",,,,,,,,,,"No","Probably born earlier than first seen date"
"144","Ulundi","Ulu",,"M",,"01/12/2011","day","01/12/2011",,,"NH","Uppsala",,"14/05/2016","5males","14/07/2016","14/07/2016",,,,,,,,,,,"seen 14/07/2016 in gp of 5 sub males"
"456","Umbrella","Umb",,"M",,"01/01/2014","year","19/10/2016",,,"CR","Umnak",,,"BD","27/05/2019","23/12/2023","BD","22/04/2024","27/08/2024",,,,,,,"No","Born 2014, seen on last day CR followed 2018/07/20. Was mistakenly called Alc when seen in BD but mistake realised in Nov 2020 - changed in database 10/11/2020."
"383","Umnak","Umna",,"F",,,,"11/02/2015",,,"CR",,,,,,"17/02/2017",,,,,,,,,,,"Dead"
"346","Umtata","Umt",,"M",,"08/12/2014","day","08/12/2014",,,"NH","Uppsala","Govu","04/01/2020",,,"04/01/2020",,,,,,,,,,,
"282","Umzali","Umz",,"M",,,,"09/06/2014",,,,,,,"AK","09/06/2014","12/09/2015",,,,,,,,,,,
"221","Unwabo","Unw",,"M",,"22/10/2012","day","22/10/2012",,,"AK","Ulaka","Yster","03/05/2017","BD","04/05/2017","07/12/2017",,,,,,,,,,,
"16","Uppsala","Upps",,"F","1",,,"08/11/2010",,,"NH",,,,,,"04/08/2023",,,,,,,,,,"No","Her fresh skull was found close to village road"
"124","Upside down",,,"M",,,,"28/10/2011",,,"RC",,,"31/10/2011",,,"31/10/2011",,,,,,,,,,"No",
"495","Uranium City","Ura",,"M",,,,"09/10/2017",,,"NH","Uppsala",,"12/02/2019",,,"12/02/2019",,,,,,,,,,,"dead, we did not seen him since the 12/02/2019"
"913","Usher","Ush","Alpha Male","M",,,,"02/02/2024",,"RB",,,,,"RB","02/02/2024","02/02/2024",,,,,,,,,,"Yes",
"750","Utica","Utic",,"F",,"06/11/2021","day","06/11/2021",,,"NH","Uppsala",,,,,"06/05/2023",,,,,,,,,,"No",
"627","Utrecht","Utr",,"M",,,,"15/05/2020",,,,,,,"NH","02/06/2020","15/10/2020","NH","26/11/2020","23/08/2024",,,,,,,"No","Nickname was EarNotchGuy before he was named but the data should not be used because he might have been confused with Tambacounda for some time. He was only occasionally seen (less than once per week) from May 2020 until August 2020. He then completely disappeared in october 2020. We thought he was only around for mating season of that year. Very unhabituated and almost never seen. He then came back after one month and he has been seen again on the 26.11.2020 by Lukas (only observer who could recognise him at this point since jose had left). After that he has been consistantly around since December 2020 (Lukas had 2 weeks vacation between end of November-middle december) and became habituated since. It is unlcear whether he was consistenlty around before his return in November 2020. His body was found on the 2024/09/03 and samples were taken"
"192","Uvac","Uva",,"M",,,,"01/08/2012",,,,,,,"KB",,"13/02/2015","Intaka","19/02/2015","15/06/2016",,,,,,,,"May have remained with Intaka longer, but group not followed"
"135","Vakie","Vak",,"M",,"17/11/2011","day","17/11/2011",,,"BD","Vroutjie",,"11/03/2017",,,"11/03/2017",,,,,,,,,,,
"199","Valerie","Vale","Squishy","F",,"24/09/2012","day","24/09/2012",,,"LT","Victoria",,,,,"21/05/2015",,,,,,,,,,,"Fate unknown"
"291","Vance","Van",,"M",,"01/01/2013","year","20/09/2014",,,"LT","Victoria",,"05/11/2015",,,"05/11/2015",,,,,,,,,,"No","Fate unknown, seen v sporadically in last months in LT (unclear if errors or not)"
"394","Vancouver","Van",,"M","20",,,"01/09/2015",,,,,,,"CR","01/09/2015","28/05/2018","BD","29/05/2018","29/11/2019",,,,,,,,"Name conflicts with Vance from LT"
"117","Vasco Rossi","Vas",,"M","2",,,"29/09/2011",,,,,,,"RC",,"25/11/2011",,,,,,,,,,"No",
"84","Venezia","Vene",,"F",,,,"19/02/2011",,,"NH",,,,,,"31/10/2010",,,,,,,,,,,
"858","Vesuvio","Ves",,"M",,,,,,,,,,,"CR",,"08/12/2022",,,,,,,,,,"No","the collar was collected from the community, he died."
"157","Victoria","Vict",,"F",,,,"16/12/2011",,,"LT",,,"09/04/2015","FirstLTsplinter",,"01/11/2015",,,,,,,,,,,"Last seen in splinter group in november 2015"
"118","Vincent","Vin","Darkface","M",,"01/10/2011","month","01/10/2011",,,"LT","Victoria","Voldemort","22/12/2016","BD","13/02/2017","19/11/2018",,,,,,,,,,,"Born in Oct 2011"
"628","Vladivostok","Vla",,"M",,,,"28/05/2020",,,,,,,"NH","28/05/2020","11/06/2021","AK","11/06/2021","04/02/2023",,,,,,,,"Nickname was PointyEarsGuy before he was named"
"169","Voldemort","Vol",,"M",,,,"03/02/2012",,,,,,,"LT","03/02/2012","03/06/2014","AK","09/06/2014","30/12/2015",,,,,,,,"Unclear if 1st seen is same as immigrated"
"99","Vroutjie","Vrou",,"F",,,,"26/04/2011",,,"BD",,,"05/01/2014","Intaka",,"15/06/2016",,,,,,,,,,,"Formed IN with Wiet, Bemi"
"790","Vryheid","Vry","NewMale06.22;Newale06.22","M",,,,"10/06/2022",,,,,,,"NH","10/06/2022","12/12/2024",,,,,,,,,,"No","Very habituated may be one of the known male, still to confirm"
"233","Vulkaan","Vul",,"M",,"14/11/2012","day","14/11/2012",,,"BD","Vroutjie","Pik","06/06/2018","NH","16/04/2020","15/02/2025",,,,,,,,,,"No","Recorded a few more times in BD months after official dept date, but maybe errors. Recorded in NH logbook in May 2020 as ""Oslo"" and before that as male with left ear almost off."
"630","Warnemünde","War",,"M",,,,"24/08/2020",,,,,,,"NH","23/09/2020","20/12/2021","BD","06/06/2022","06/05/2023","CR","23/05/2023","25/03/2024",,,,"No","Nickname was Greyface, Grey Face and Grey muzzle before he was named. May be written warnemuende in some data. Was called nose scar guy in CR before being identified"
"595","Washington Babylon","Was",,"M",,,,"18/03/2019",,,,,,,"NH","18/03/2019","26/02/2020",,,,,,,,,,,"Last seen by Rebekka in NH on 26/02/2020"
"149","Watnou","Watn",,"F",,"01/01/2011","year","09/12/2011",,,"BD","Wietnie",,,,,"24/01/2013",,,,,,,,,,,"Born 2011, Presumed dead"
"681","WavyEars","WavyEars","Wav; Wavy","M",,,,"21/05/2021","18/04/2023",,"CR",,,"18/04/2023",,,"18/04/2023",,,,,,,,,,,"Prior to his addition as individual and first ticked in log book on 21/05/2021 wavy ears will be present in remarks/other individuals, but at this time may have been confused with pointy ears another 3 year old Juv."
"389","Wesley","Wes",,"M",,"20/05/2015","day","20/05/2015",,,,,,,"LT","20/05/2015","20/02/2018",,,,,,,,,,,"Seen once more in LT on 2018/03/03"
"478","Whidbey","Whid",,"F",,,,"01/01/2016",,,"CR",,,,,,,,,,,,,,,,"No","No data found but described in description file 2016. FirstRecorded accuracy is year"
"375","Whiskers","Whis",,"F",,"01/01/2012","year","06/01/2015",,,"CR",,,,"SplitCR","12/02/2017","10/04/2017",,,,,,,,,,,"Born 2012"
"720","Wierdo","Wier",,"F",,,,,,,"RC",,,,,,,,,,,,,,,,"No",
"100","Wietnie","Wiet",,"F",,,,"09/05/2011",,,"BD",,,"05/01/2014","Intaka",,"15/06/2016",,,,,,,,,,,"Formed IN with Bemi, Vrou"
"79","William","Wil",,"M",,,,"19/01/2011",,,,,,,"LT","19/01/2011","14/02/2012",,,,,,,,,,,"Seen once on 2012/05/17 in LT after official departure date"
"867","Winter","Win","Fluffy","M",,,,"15/04/2023",,,,,,,"BD","15/04/2023","23/12/2023",,,,,,,,,,"No","Suspected to be Mzi when it was in KB"
"45","Wolfie","Wol",,"M",,"01/01/2001","year","01/12/2010",,,"BD","Wietnie",,"17/07/2015","AK","20/07/2015","24/05/2018","NH","29/05/2018","19/12/2018",,,,,,,,"Born in 2010"
"216","Wurm","Wur",,"M",,"18/10/2012","day","18/10/2012",,,"BD","Wietnie","Rusk","31/05/2018",,,"31/05/2018",,,,,,,,,,,"Recorded a few more times in BD months after official dept date, but maybe errors"
"38","Xai","Xai",,"M",,,,"22/11/2010",,,"RC",,,"01/11/2011",,,"01/11/2011",,,,,,,,,,"No","Name conflicts with XaiXai NH"
"46","Xai-Xai","Xaix",,"F",,,,"03/12/2010",,,"NH",,,,,,"27/10/2015",,,,,,,,,,,"dead body found 27/10/15"
"267","Xalapa","Xala",,"F",,"20/11/2013","day","20/11/2013",,"NH","NH","XaiXai","Milano",,,,,,,,,,,,,,,
"530","Xaltepec","Xal",,"M",,"18/11/2017","day","18/11/2017",,,"NH","Xalapa",,"12/03/2020",,,"12/03/2020",,,,,,,,,,"NO","Never identified again after Rebekka snd Varun left"
"748","Xarès","Xar",,"M",,"01/11/2021","month","08/11/2021",,,"NH","Xalapa",,,,,"12/03/2024",,,,,,,,,,"No",
"851","Xativa","Xati",,"F",,"07/12/2022","day","07/12/2022",,"NH","NH","Xalapa",,,,,,,,,,,,,,,"Yes",
"780","Xenia","Xeni",,"F",,"03/11/2020","day","03/11/2020","28/10/2024","NH","NH","Xian",,"Still present",,,,,,,,,,,,,"Yes",
"143","Xeres","Xer",,"M",,"29/11/2011","day","29/11/2011",,,"NH","XaiXai",,"07/04/2016",,,"07/04/2016",,,,,,,,,,,
"230","Xian","Xian",,"F",,"05/11/2012","day","05/11/2012",,,"NH","XaiXai",,,,,"14/01/2024",,,,,,,,,,"No",
"465","Xiashan","Xia",,"M",,"14/11/2016","day","14/11/2016",,"PR","NH","Xian",,"27/11/2021","BD","14/02/2022","13/06/2022","BD","09/08/2022","13/01/2024","PR","31/01/2024","31/01/2024",,,,"Yes","He was last seen in BD on the 13/06/2022.on the 30/06/2022 he was darted and collared when they were baiting Crossing. He was also seen with an unhabituated troop after."
"747","Xihau","Xih",,"M",,"21/10/2021","day","21/10/2021",,,"NH","Xian",,"08/02/2023",,,"08/02/2023",,,,,,,,,,"NO","Probably dead"
"510","Xinji","Xin",,"M",,"01/01/2017","year","20/10/2017","15/07/2022",,"NH","Xian",,"15/07/2022","BD","16/07/2022","25/11/2024",,,,,,,,,,"No",
"554","Xinpu","Xinp",,"F",,"28/10/2018","day","28/10/2018","26/10/2022","NH","NH","Xian",,,,,,,,,,,,,,,,
"337","Xinyi","Xiny",,"F",,"14/11/2014","day","14/11/2014",,,"NH","XaiXai",,,,,"28/03/2015",,,,,,,,,,,
"376","Xiushan","Xiu","Decoloured","M",,,,"06/01/2015",,,,,,,"CR","13/11/2015","03/04/2023","BD","20/04/2023","14/08/2023","CR","03/09/2023","24/04/2024",,,,"No","seen on last day CR followed 2018/07/20 but still present in dec21- in logbook first as juvenile  ""decoloured"", then later changed to adult and Xiushan….?"
"656","Xopo","Xop",,"M",,"23/11/2020","day","23/11/2020",,"NH","NH","Xalapa",,"Still present",,,,,,,,,,,,,,"Born during the night "
"33","Xoxocotla","Xox",,"M",,"15/11/2010","day","15/11/2010",,,"NH","XaiXai",,"24/02/2014",,,"24/02/2014",,,,,,,,,,,"dead - unclear if body found"
"901","Yaco","Yac",,"M",,"01/01/2023","year","03/11/2023",,,"KB","Yukon",,"19/09/2024",,,"19/09/2024",,,,,,,,,,"no",
"824","Yakima","Yaki",,"F",,"01/11/2022","month","17/11/2022",,"KB","KB","Yamuna",,,,,,,,,,,,,,,"Yes",
"246","Yalu","Yalu",,"F",,"01/01/2012","year","09/02/2013",,,"KB","Yenissei",,,,,"15/01/2021",,,,,,,,,,"No","collar signal points to a rock Pyton 18/01/2021"
"754","Yamp","Yam","Baby Yuko 2021; Yamp","M",,"01/11/2021","month","16/11/2021",,"KB","KB","Yamuna",,"Still present",,,,,,,,,,,,,"Yes","for a while it was thought that yamu had a miscarrage and she was having Yuko baby until Yuko baby was born Yamu baby was called baby Yukon"
"472","Yamuna","Yamu",,"F",,"23/11/2016","day","23/11/2016",,"KB","KB","Yalu",,,,,,,,,,,,,,,"Yes",
"273","Yangtze","Yan",,"M",,"01/01/2013","year","27/01/2014",,,"KB","Yenissei",,"01/05/2018","NH","14/05/2018","27/01/2020","AK","04/03/2020","22/11/2021",,,,,,,,
"77","Yaounde","Yaou",,"F",,,,"18/01/2011",,,"NH",,,,,,"20/02/2015",,,,,,,,,,,"UNK birth date + dead"
"527","Yara","Yara",,"F",,,,"11/11/2017",,"KB","KB","Yalu",,,,,,,,,,,,,,,"Yes",
"574","Yazoo","Yaz",,"M",,"14/11/2018","day","14/11/2018","05/09/2023",,"KB","Yalu",,"19/04/2024","BD","24/04/2024","09/01/2025",,,,,,,,,,,
"442","Yell","Yel",,"M",,,,"28/11/2015",,,,,,,"CR","28/11/2015","03/01/2017",,,,,,,,,,,"Disappeared, migrated from CR to unk group?"
"586","Yelowstone","Yelo",,"F",,"04/12/2018","day","04/12/2018","26/10/2022","KB","KB","Yenissei",,,,,,,,,,,,,,,"Yes",
"239","Yenissei","Yeni",,"F",,,,"28/01/2013",,,"KB",,,,,,"26/10/2019",,,,,,,,,,,
"819","Yentna","Yent",,"F",,"01/11/2022","month","14/11/2022",,"KB","KB","Yelowstone",,,,,,,,,,,,,,,"Yes",
"882","Yili","Yili",,"M",,"01/09/2023","month","30/09/2023",,,"KB","Yara",,,,,"04/03/2024",,,,,,,,,,"No",
"755","Yodo","Yodo","Yaq","F",,"03/10/2021","year","03/10/2021",,"KB","KB","Yara",,,,,,,,,,,,,,,"Yes",
"641","Yonne","Yon",,"M",,"12/11/2020","day","12/11/2020",,,"KB","Yalu",,"15/01/2021",,,"15/01/2021",,,,,,,,,,,
"198","Yoogali","Yoog",,"F","20","22/09/2012","day","22/09/2012",,,"NH","Yaounde",,"19/04/2016","Iceland",,"25/06/2016",,,,,,,,,,,"Split group"
"889","Youghiogheny","You",,,,"01/10/2023","month","09/10/2023",,,"KB","Yelowstone",,,,,"15/01/2025",,,,,,,,,,"No",
"36","Yster","Yst",,"M",,,,"17/11/2010",,,,,,,"BD",,"12/02/2011","AK","17/08/2011","18/12/2013",,,,,,,"No","Possibly not Yster in AK but BD male. "
"776","Yub","Yub","Yuk;Yuki;Yubb","M",,"21/12/2021","day","21/12/2021",,"KB","KB","Yukon",,"Still present",,,"Still present",,,,,,,,,,"Yes",
"825","Yuba","Yuba",,"F",,"01/11/2022","month","19/11/2022",,"KB","KB","Yukon",,,,,,,,,,,,,,,"Yes",
"462","Yukon","Yuko",,"F",,"09/11/2016","day","09/11/2016",,,"KB","Yenissei",,,,,,,,,,,,,,,"No","on the 11/09/2024 she was found dead and the post mortem results shows that she was eaten by a dog and the upper arm was cut by a knife."
"893","Yvette","Yvet",,"F",,"01/10/2023","month","16/10/2023",,,"KB","Yamuna",,,,,"06/03/2024",,,,,,,,,,"No",
"531","Yzeron","Yze",,"M",,,,"20/11/2017",,,"KB","Yenissei",,"18/09/2018",,,"18/09/2018",,,,,,,,,,,"Probably dead"
"243","Zaire","Zair",,"F",,"01/01/2012","year","08/02/2013",,,"KB","Zeia",,"15/12/2015","KBSplit",,"15/12/2015",,,,,,,,,,,"KB split, not seen again"
"182","Zambezi","Zam",,"M",,"01/12/2011","month","09/05/2012",,,"KB","Zeia","Nile","22/06/2015",,,"22/06/2015",,,,,,,,,,,"Born Dec 2011; likely migrated to unk group"
"260","Zankara","Zank",,"F",,"11/11/2013","day","11/11/2013",,,"KB","Zeia",,"15/12/2015","KBSplit",,"15/12/2015",,,,,,,,,,,"KB split"
"269","Zanzibar","Zan",,"M",,"25/11/2013","day","25/11/2013",,,"NH","Zara",,"28/05/2018",,,"28/05/2018",,,,,,,,,,,"Maybe seen one more time 08.06.2018 but maybe error?"
"721","Zanzibar","Zan",,"M",,,,,,,,,,,"CR","01/01/2015",,,,,,,,,,,"No","Only seen once at a corn exp in Jan15, unclear if shy or disappeared, very ripped right ear (1 picture in CR description file Feb 2015)"
"17","Zara","Zara",,"F","2",,,"08/11/2010",,,"NH",,,"25/05/2016","Zfamily",,"25/05/2016",,,,,,,,,,,"Went in Split group Zfamily not followed"
"405","Zave","Zav",,"M",,,,"28/10/2015",,,,,,,"CR","28/10/2015","17/02/2017",,,,,,,,,,,"Disappeared, migrated from CR to unk group?"
"158","Zeerust","Zee",,"M","16","01/01/2010","year","16/12/2011",,,"NH","Zara",,"24/02/2015",,,"24/02/2015",,,,,,,,,,,
"195","Zeia","Zeia","Jucar","F",,,,"31/08/2012",,,"KB",,,"15/12/2015","KBSplit",,"15/12/2015",,,,,,,,,,,"Had baby in 2015 but it died- carried for >/= 1day"
"228","Zhengzhou","Zhe",,"M",,"02/11/2012","day","02/11/2012",,,"NH","Zara",,"02/08/2013",,,"02/08/2013",,,,,,,,,,,"Presumed dead"
"426","Zhukovsky","Zhu",,"M",,"16/11/2015","day","16/11/2015",,,"NH","Zara",,"08/03/2016",,,"08/03/2016",,,,,,,,,,,"dead, unclear if body found"
"293","Zinkwazi","Zink",,"F",,"01/10/2014","day","01/10/2014",,,"KB","Zeia","Yster",,"KBSplit",,"15/12/2015",,,,,,,,,,,"KB split, not seen again"
"145","Zion","Zio",,"M","1","02/12/2011","day","02/12/2011",,,"NH","Zara",,"24/02/2016",,,"24/02/2016",,,,,,,,,,,
"686","Zuni","Zuni","Fleshy","F",,,,"01/06/2021",,,"CR",,,,,,"16/04/2021",,,,,,,,,,,"Prior to Fleshy was called ""Injured leg female"""
"159","Zurich","Zur",,"M","20","01/01/2009","year","16/12/2011",,,"NH","Zara","Milano","26/05/2014","BD","03/06/2014","15/02/2016",,,,,,,,,,,
